,text
205,回复@努力努力再努力x:开心 骄傲（为什么每天都休息这么晚呢？）
206,祝贺👏
207,回复@努力努力再努力x:喜欢熬夜的不是乖孩子
208,回复@努力努力再努力x:调皮
209,开心，骄傲
210,回复@努力努力再努力x:小骄傲大骄傲
211,陕西人民发来贺电
212,回复@努力努力再努力x:超级厉害！
213,宝贝你凌晨1点半了还不睡觉呀 //@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
214,回复@努力努力再努力x:捞哥哥
215,回复@努力努力再努力x:哥！！！
216,回复@努力努力再努力x:祝贺祝贺，骄傲骄傲
217,回复@努力努力再努力x:抓我哥
218,厉害厉害👍👍
219,回复@努力努力再努力x:正能量爱豆
220,回复@努力努力再努力x:祝贺❤️
221,捞你啊宝贝//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
222,回复@努力努力再努力x:厉害啦我们国家
223,厉害了 我的“母亲”
224,回复@努力努力再努力x:呜呼呼
225,回复@努力努力再努力x:夜猫子
226,回复@萨迪克Sadiq5:然而各位黑子突然发现根本刚不过粉丝完全没有存在感，连骂的人都少了是不是很没成就啊
227,回复@沙雕营:你先座
228,回复@努力努力再努力x:我的老干部你真可爱！！
229,作为中国儿女 骄傲//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
230,回复@努力努力再努力x:开心骄傲
231,赞~
232,开心
233,回复@努力努力再努力x:抓到一只爱国boy@努力努力再努力x
234,回复@努力努力再努力x:祝贺祝贺❤开心 骄傲
235,回复@努力努力再努力x:开心骄傲祝贺祝贺
236,回复@努力努力再努力x:兴兴想你
237,回复@杨超越的土豪男友:广饶
238,祖国在我心中，为祖国骄傲。
239,回复@努力努力再努力x:厉害了我的国。要和艺兴一样关心国家大事，做理所能及的事，小事也能有作用。
240,回复@努力努力再努力x:自豪
241,好骄傲
242,回复@努力努力再努力x:开心！骄傲
243,广西人民发来贺电。祝祖国永远繁华昌盛！！！我的祖国我的骄傲！
244,厉害了我的国怀有爱国兴//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
245,回复@努力努力再努力x:心系国家的大骄傲@努力努力再努力x
246,回复@努力努力再努力x:开心  骄傲
247,回复@努力努力再努力x:小宝贝记得早点休息哈
248,//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
249,回复@努力努力再努力x:祝贺 我的国
250,回复@努力努力再努力x:小宝贝快休息吧
251,回复@努力努力再努力x:祝贺🎉
252,回复@努力努力再努力x:捉哥哥
253,开心 骄傲
254,回复@沙雕营:有的人真是够了，还没飞呢就盼着掉。也没人逼着你坐啊！有本事火车高铁一样也不要坐。
255,我们要用国内市场养活自己的航空产业。
256,江西南昌，涨脸了，厉害了，我的国
257,//@LangueDeSerpent_张艺兴气息站: 祝贺//@努力努力再努力x：祝贺祝贺 ❤️ 开心 骄傲
258,回复@努力努力再努力x:看见你我也开心骄傲啊🙈向哥看齐♡
259,回复@努力努力再努力x:棒棒哒
260,转发微博
261,回复@努力努力再努力x:宝贝早点休息吧
262,爱国大骄傲
263,回复@努力努力再努力x:抓住你
264,回复@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
265,祝贺祝贺 开心开心
266,回复@努力努力再努力x:赶紧去睡觉吧，张先生！
267,回复@努力努力再努力x:👏👏👏
268,祝贺
269,威武了中国[加油]
270,为我的祖国骄傲！！！
271,回复@努力努力再努力x:捕捉
272,回复@努力努力再努力x:哥哥啊，你不困吗？天天熬夜？？
273,回复@努力努力再努力x:等一个答案～
274,回复@努力努力再努力x:？？？张艺兴你咋这么晚睡
275,这就是艺兴一直想要大飞机的理由
276,回复@努力努力再努力x:祝贺！！！
277,回复@努力努力再努力x:瑶湖机场诶~我的大学
278,为我国骄傲
279,天津人民发来贺电👏👏
280,回复@努力努力再努力x:捞捞宝贝
281,回复@努力努力再努力x:嗯嗯嗯
282,回复@努力努力再努力x:捉到一个大半夜不睡觉关心国家大事的我爱豆
283,伟大
284,回复@努力努力再努力x:namanana开心开心
285,回复@努力努力再努力x:祝贺 伟大
286,回复@努力努力再努力x:哇哇哇
287,回复@努力努力再努力x:开心开心，大飞机降落咱们江西南昌瑶湖机场。艺兴点赞评论了，四舍五入的等同艺兴翻牌了我这个江西小兴迷的牌吧。
288,回复@努力努力再努力x:捞我们哥哥
289,在天津上学的山东人民发来贺电，骄傲
290,回复@努力努力再努力x:啊爱你
291,回复@努力努力再努力x:😘
292,回复@努力努力再努力x:为祖国骄傲
293,回复@努力努力再努力x:早早睡觉
294,我的国家，依然是五岳向上。一切江河依然是滚滚向东，民族的意志永远向前。//@努力努力再努力x：祝贺祝贺 ❤️ 开心 骄傲
295,南昌人自豪啊
296,回复@努力努力再努力x:啊啊啊南昌!!!我居然不知道!!!，谢谢关注国家大事的哥哥 谢谢你的提醒!!!吧唧
297,回复@努力努力再努力x:!!!OMG南昌!!!
298,我不敢坐
299,回复@努力努力再努力x:湖南发来贺电
300,回复@努力努力再努力x:您那么晚不睡觉
301,回复@努力努力再努力x:嗯骄傲！
302,厉害了我的国 继港珠澳大桥后又一喜讯❤️
303,回复@努力努力再努力x:这个新闻里看到了！！！
304,回复@努力努力再努力x:这么晚还在看微博呢～
